,time,k,d,a,gold,ha,sa,an,ca,dis,fe,sup,conf
0,01:00:00,2,0,0,5724,0.5673812031745911,0.48869767785072327,2.3364946842193604,11.693838119506836,81.93135070800781,0.18551012873649597,0.9840410351753235,1.8126845359802246
1,01:00:01,2,0,0,5726,0.02922126092016697,0.43409284949302673,0.46343040466308594,97.24554443359375,1.5518230199813843,0.015926767140626907,0.08021150529384613,0.17973527312278748
2,01:00:02,2,0,0,5728,0.053564850240945816,0.2453041970729828,0.295030802488327,98.6258544921875,0.5714826583862305,0.009611614979803562,0.06926847249269485,0.12988513708114624
3,01:00:03,2,0,0,5730,0.3158590495586395,0.6167243123054504,2.19071626663208,93.03680419921875,0.9384660720825195,0.11394264549016953,1.8835386037826538,0.9039353728294373
4,01:00:04,2,0,0,5732,0.6064693331718445,0.6703420281410217,39.87665939331055,54.80984878540039,1.7435429096221924,0.1992654949426651,1.4985272884368896,0.5953378677368164
6,01:00:06,2,0,0,5736,0.04003005847334862,0.3837946653366089,64.69513702392578,32.918731689453125,1.1774789094924927,0.04381125047802925,0.21937140822410583,0.5216511487960815
7,01:00:07,2,0,0,5738,0.21479232609272003,0.8502730131149292,49.250736236572266,35.29833984375,10.747559547424316,0.29274123907089233,1.1539608240127563,2.1916046142578125
8,01:00:08,2,0,0,5740,0.4654434025287628,0.32156768441200256,1.8182603120803833,93.82957458496094,1.805139183998108,0.04633448272943497,0.8729965686798096,0.8406789898872375
9,01:00:09,2,0,0,5742,2.0725831985473633,0.7084304094314575,4.78169584274292,61.66927719116211,20.345272064208984,0.3911527693271637,3.998842477798462,6.032747745513916
10,01:00:10,2,0,0,5744,0.9108161330223083,0.3414992094039917,1.891850471496582,24.148582458496094,68.08157348632812,0.17167958617210388,1.4698866605758667,2.984114408493042
11,01:00:11,2,0,0,5746,0.8905139565467834,0.691602349281311,4.0269856452941895,34.05107498168945,50.77854537963867,0.30801764130592346,2.5114316940307617,6.741837978363037
12,01:00:12,2,0,0,5748,0.8113502264022827,0.18034175038337708,3.605532646179199,8.561933517456055,84.7906723022461,0.09977427870035172,0.7496285438537598,1.2007732391357422
13,01:00:13,2,0,0,5750,1.2639153003692627,0.2439783811569214,4.03159236907959,13.778379440307617,77.968994140625,0.12461049854755402,0.964809775352478,1.6237225532531738
14,01:00:14,2,0,0,5753,0.4709937274456024,0.15278194844722748,1.9206236600875854,13.474299430847168,81.657958984375,0.0764598473906517,1.0558797121047974,1.1910057067871094
15,01:00:15,2,0,0,5755,0.21822082996368408,0.9787745475769043,5.180169582366943,62.776641845703125,29.6351375579834,0.08107353001832962,0.3341788351535797,0.7957988381385803
16,01:00:16,2,0,0,5757,0.6406177282333374,0.3531353175640106,12.044851303100586,21.017772674560547,61.97074508666992,0.14306095242500305,1.694532871246338,2.1352837085723877
17,01:00:17,2,0,0,5759,0.5916125774383545,0.3782835602760315,7.906270980834961,47.37290573120117,35.44579315185547,0.2875277101993561,5.819965839385986,2.1976401805877686
18,01:00:18,2,0,0,5761,3.6533913612365723,0.543667197227478,7.866793632507324,42.99777603149414,40.77931213378906,0.18487486243247986,1.3271512985229492,2.647033452987671
19,01:00:19,2,0,0,5763,1.0638693571090698,2.408874273300171,50.68767547607422,19.990102767944336,7.385936260223389,6.792867183685303,10.02385139465332,1.646813988685608
20,01:00:20,2,0,0,5765,0.05852823331952095,0.16031651198863983,1.2786661386489868,97.67766571044922,0.5656007528305054,0.009779798798263073,0.09045806527137756,0.1589842140674591
21,01:00:21,2,0,0,5767,0.6021758913993835,1.2966338396072388,12.604874610900879,28.750070571899414,40.52417755126953,3.294792652130127,11.296638488769531,1.6306343078613281
22,01:00:22,2,0,0,5769,1.832737922668457,0.3362039029598236,3.180567979812622,71.31331634521484,18.204835891723633,0.11351249366998672,1.849016785621643,3.1698100566864014
23,01:00:23,2,0,0,5771,0.25876957178115845,0.32605987787246704,2.403547525405884,91.20128631591797,4.85177755355835,0.05605407804250717,0.38382405042648315,0.5186756253242493
24,01:00:24,2,0,0,5773,2.3971049785614014,0.8484072089195251,9.294143676757812,60.928035736083984,16.26309585571289,0.396312415599823,3.557311773300171,6.3155903816223145
25,01:00:25,2,0,0,5775,0.17082108557224274,0.6032752990722656,4.687138080596924,85.61042785644531,7.822117328643799,0.07612751424312592,0.317012757062912,0.713081419467926
26,01:00:26,2,0,0,5861,1.062585473060608,0.8865991830825806,4.325952529907227,86.70040130615234,5.115486145019531,0.1573077291250229,0.7214243412017822,1.0302423238754272
27,01:00:27,2,0,0,5884,0.04670070484280586,0.06616853922605515,0.10648033022880554,99.67008209228516,0.053627580404281616,0.0017585934838280082,0.019425326958298683,0.035754717886447906
28,01:00:28,3,0,0,6127,3.643458366394043,1.2945722341537476,2.5272610187530518,82.91107177734375,1.4192711114883423,0.21181897819042206,3.645761013031006,4.346780300140381
29,01:00:29,3,0,0,6149,34.86564636230469,2.7098898887634277,3.944103717803955,14.526273727416992,3.827259063720703,0.6465224623680115,6.512871265411377,32.967437744140625
30,01:00:30,3,0,0,6151,96.44962310791016,0.16932202875614166,0.7510983943939209,1.377606749534607,0.3130815327167511,0.060893502086400986,0.4357142746448517,0.4426720440387726
31,01:00:31,3,0,0,6153,14.960941314697266,5.529229164123535,3.6244730949401855,50.88658142089844,8.763931274414062,0.5402580499649048,3.1419646739959717,12.552623748779297
32,01:00:32,3,0,0,6155,15.250344276428223,10.028280258178711,10.7372465133667,11.601619720458984,26.584148406982422,1.5049737691879272,3.038621425628662,21.25476837158203
33,01:00:33,3,0,0,6157,25.55291748046875,8.152278900146484,11.870610237121582,11.52523422241211,16.37038230895996,1.287391185760498,2.340102434158325,22.901081085205078
34,01:00:34,3,0,0,6159,0.3055837154388428,0.7060783505439758,0.9771668314933777,1.2383372783660889,94.4641342163086,0.277182936668396,0.39799660444259644,1.6335268020629883
35,01:00:35,3,0,0,6161,11.285064697265625,8.634295463562012,6.955239295959473,50.33938980102539,6.536612033843994,2.6429288387298584,8.05771541595459,5.5487589836120605
36,01:00:36,3,0,0,6163,0.3066813349723816,3.6557528972625732,7.104340076446533,61.75096130371094,21.027902603149414,1.1568822860717773,1.9449981451034546,3.052474021911621
37,01:00:37,3,0,0,6165,2.094818115234375,26.882596969604492,13.170626640319824,29.170015335083008,5.133571624755859,2.237072706222534,4.349740028381348,16.961565017700195
38,01:00:38,3,0,0,6167,0.22106026113033295,21.1065673828125,4.690191745758057,65.64714050292969,3.291043281555176,0.45414435863494873,0.8099844455718994,3.7798655033111572
39,01:00:39,3,0,0,6169,0.564653217792511,0.6008813977241516,6.320407390594482,0.8832515478134155,74.02543640136719,1.8225816488265991,1.8147475719451904,13.968040466308594
40,01:00:40,3,0,0,6171,12.51028823852539,8.965188980102539,13.915452003479004,10.244926452636719,31.008752822875977,3.767545461654663,4.086207389831543,15.501639366149902
41,01:00:41,3,0,0,6173,1.3633331060409546,8.302302360534668,23.021682739257812,18.803531646728516,21.682504653930664,3.1232428550720215,6.745452404022217,16.957950592041016
42,01:00:42,3,0,0,6175,3.1544156074523926,4.078671932220459,5.3339948654174805,62.48939514160156,13.651376724243164,0.980110764503479,3.1165077686309814,7.195528507232666
43,01:00:43,3,0,0,6177,0.6150401830673218,8.399937629699707,8.233235359191895,58.046817779541016,7.738342761993408,0.6148149967193604,1.0085163116455078,15.343293190002441
44,01:00:44,3,0,0,6179,1.493009328842163,1.2848536968231201,2.149878978729248,91.48735046386719,1.3831855058670044,0.1502600908279419,0.8770601749420166,1.1743981838226318
45,01:00:45,3,0,0,6181,1.694031000137329,0.488711416721344,0.7418760061264038,94.80409240722656,1.1366708278656006,0.07827048748731613,0.5837405323982239,0.47261500358581543
46,01:00:46,3,0,0,6183,0.31858178973197937,1.3344477415084839,13.510704040527344,80.77178955078125,1.9168672561645508,0.13607381284236908,0.8306127190589905,1.1809226274490356
47,01:00:47,3,0,0,6185,12.206392288208008,1.158579707145691,5.525688648223877,56.598426818847656,3.680507183074951,0.4837123155593872,14.5479097366333,5.798785209655762
48,01:00:48,3,0,0,6187,29.555252075195312,0.8654950857162476,6.700783729553223,28.145048141479492,3.3345632553100586,0.547771692276001,25.393714904785156,5.4573655128479
49,01:00:49,3,0,0,6189,72.92440032958984,0.7180493474006653,4.18228006362915,13.238045692443848,1.5400182008743286,0.37553516030311584,4.167797565460205,2.853877067565918
50,01:00:50,3,0,0,6191,17.04496192932129,0.7150426506996155,5.380840301513672,64.25514221191406,2.961596965789795,0.2857462167739868,5.732559680938721,3.624112844467163
51,01:00:51,3,0,0,6194,0.048169851303100586,0.14990632236003876,1.3036160469055176,97.89361572265625,0.35426968336105347,0.014527576044201851,0.15065516531467438,0.08522174507379532
52,01:00:52,3,0,0,6196,0.4213796555995941,0.6421560645103455,2.4735467433929443,95.11382293701172,0.45118606090545654,0.06921036541461945,0.4329169988632202,0.3957861661911011
53,01:00:53,3,0,0,6198,0.09617841988801956,0.37263381481170654,3.6814088821411133,92.97442626953125,1.7984482049942017,0.059519510716199875,0.6376250386238098,0.3797648847103119
54,01:00:54,3,0,0,6200,0.07734660059213638,0.2571788728237152,4.724346160888672,90.61190795898438,2.1420609951019287,0.1469341516494751,1.646761178970337,0.39346054196357727
55,01:00:55,3,0,0,6202,0.030204664915800095,0.11377617716789246,0.4254135191440582,0.19826194643974304,97.23429870605469,0.1929788589477539,0.24873420596122742,1.556329607963562
56,01:00:56,3,0,0,6204,0.9839599132537842,2.8384485244750977,3.9278452396392822,16.262346267700195,13.096603393554688,0.6075268983840942,1.579235315322876,60.70404052734375
57,01:00:57,3,0,0,6206,0.6077502965927124,2.648237943649292,2.373870849609375,90.4016342163086,1.4859851598739624,0.0963798463344574,0.48233699798583984,1.9038094282150269
58,01:00:58,3,0,0,6208,0.25541597604751587,0.20935998857021332,0.37598857283592224,98.5135269165039,0.2842012345790863,0.01693449728190899,0.21480906009674072,0.12976542115211487
59,01:00:59,3,0,0,6210,7.051522254943848,0.31289049983024597,0.6139349341392517,90.49687957763672,0.5539411902427673,0.06695497781038284,0.5532572269439697,0.35063087940216064
60,01:01:00,3,0,0,6212,0.941794753074646,0.27234184741973877,0.5812297463417053,97.30705261230469,0.36129099130630493,0.03924236446619034,0.2417965531349182,0.25526300072669983
61,01:01:01,3,0,0,6214,7.10822868347168,0.5322058200836182,1.2769906520843506,89.01175689697266,0.8207719922065735,0.1208435595035553,0.6052287817001343,0.5239689946174622
